acid_base_type,pka,Smiles
basic,7.699999809,Cc1c(-c2noc(-c3ccc(OC(C)C)c(C#N)c3)n2)ccc2c1CCN(C[C@H](O)CO)C2
acidic,4.329999924,Cc1c(C(=O)O)[nH]c2ccccc12
basic,4.139999866,Cc1c(C(=O)c2cccc3ccccc23)c2cccc3c2n1[C@H](CN1CCOCC1)CO3
basic,4.489999771,Cc1c(N)ccc2c1-c1c(ccc3ccccc13)C2
basic,8.699999809,Cc1c(OCCN)no[n+]1[O-]
basic,6.599999905,Cc1c2ccccc2c(CN2CCOCC2)c2ccccc12
basic,8.390000343,Cc1cnc(C)[nH]1
basic,4.099999905,Cc1cc(-c2cccc(Cl)c2)ncc1C1CCCN1C(=O)c1cnccn1
basic,4.840000153,Cc1cc(-c2ccccc2)nn2ccnc12
acidic,9.100000381,Cc1cc(=O)n(-c2ccccc2)[nH]1
acidic,7.599999905,Cc1cc(Br)cc(Br)c1O
acidic,3.769999981,Cc1cc(Br)ccc1C(=O)O
basic,3.579999924,Cc1cc(Br)ccc1N
basic,3.5,Cc1cc(C(=O)N2CCCC2c2ccc(-c3cccc(Cl)c3)nc2)no1
acidic,4.03000021,Cc1cc(C(=O)O)ccc1Br
basic,4.300000191,Cc1cc(C)c(C)c(N)c1C
acidic,11.18000031,Cc1cc(C)c(O)c(C(C)C)c1
basic,10.39999962,Cc1cc(C)c2nc(C)cc(N)c2c1
basic,5.960000038,Cc1cc(C)c2ccc3cccnc3c2n1
basic,3.049999952,Cc1cc(C)c2nc(-c3ccccn3)cc(C(=O)Nc3ccc4ccccc4c3)c2c1
basic,6.820000172,Cc1cc(C)cc(C(=N)c2ccccc2)c1
basic,2.230000019,Cc1cc(C)n(-c2cc(C)[nH]n2)n1
acidic,6.199999809,Cc1cc(C=O)c(O)c(C=O)c1
acidic,4.699999809,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1
acidic,9.920000076,Cc1cc(CO)c(O)c(CO)c1
basic,10.25,Cc1cc(Cl)cc(C)c1NC1=NCCN1
basic,9.029999733,Cc1cc(Cl)cc(Cl)c1NC1=NCCN1
acidic,3.75,Cc1cc(Cl)ccc1C(=O)O
basic,7.400000095,Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)N=C(N)CO[C@@H]2F)c1
basic,4.369999886,Cc1cc(N(C)C)cc[n+]1[O-]
basic,9.43999958,Cc1cc(N)c2ccccc2n1
basic,9.43999958,Cc1cc(N)ccn1
basic,6.25,Cc1cc(N)ncn1
basic,10.10000038,Cc1cc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)c1cc(C)n(C)n1
basic,4.800000191,Cc1cc(SSc2cc(C)nn2-c2ccccc2)n(-c2ccccc2)n1
basic,7.300000191,Cc1cc2nc(C(=O)N(C)C)cc(NCc3c(C)cccc3C)c2[nH]1
basic,4.409999847,Cc1cc2cccc(C)c2nc1C
basic,5.260000229,Cc1cc2cccnc2c2ncccc12
basic,9.300000191,Cc1cc2nc(N=C(N)N)nc(C)c2cc1C
basic,6.039999962,Cc1cc2nc[nH]c2cc1C
basic,6.0,Cc1cc2ncn(C)c2cc1C
acidic,4.570000172,Cc1cc2nnn(O)c2cc1Cl
basic,6.019999981,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1
acidic,3.579999924,Cc1ccc(Br)cc1C(=O)O
acidic,9.43999958,Cc1ccc(C(=O)Oc2ccccc2)c(O)c1
acidic,5.0,Cc1ccc(C(=O)O)[nH]1
acidic,3.420000076,Cc1ccc(C(=O)O)o1
acidic,3.440000057,Cc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1
acidic,10.97000027,Cc1ccc(C(=S)Nc2ccc(F)cc2)cc1
acidic,10.64999962,Cc1ccc(C(C)C)c(O)c1
acidic,4.179999828,Cc1ccc(C(O)C(C(=O)O)c2ccc(C3CCCCC3)cc2)cc1
basic,6.400000095,Cc1ccc(C)nc1
basic,3.99000001,Cc1ccc(C)nn1
basic,5.349999905,Cc1ccc(C2NCCS2)cc1
acidic,4.739999771,Cc1ccc(CCC(=O)O)cc1
acidic,3.119999886,Cc1ccc(Cl)c(C(=O)O)c1
acidic,2.950000048,Cc1ccc(I)c(C(=O)O)c1
basic,5.070000172,Cc1ccc(N)cc1
basic,4.050000191,Cc1ccc(N)cc1Cl
basic,4.690000057,Cc1ccc(N2CCCC2)cc1
basic,7.800000191,Cc1ccc(NC(=O)CN2CCCCC2)c(C)c1
basic,7.849999905,Cc1ccc(NC(=O)CN2CCCCC2)cc1
acidic,3.359999895,Cc1ccc(NC(=O)c2cccc(S(=O)(=O)N3CCOCC3)c2)c(C(=O)O)c1
acidic,10.89000034,Cc1ccc(NC(=S)c2cccc(Br)c2)cc1
basic,10.59000015,Cc1ccc(NC2=NCCN2)c(C)c1
acidic,11.64000034,Cc1ccc(NC=S)cc1
acidic,8.779999733,Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1
basic,2.339999914,Cc1ccc(Nc2c(S(=O)(=O)c3ccccc3)cnc3ccc(Cl)cc23)cc1
acidic,10.56000042,Cc1ccc(O)c(C)c1
acidic,8.010000229,Cc1ccc(O)cc1[S+](C)C
basic,9.869999886,Cc1ccc(OC(=O)CCCCN(C)C)cc1
basic,9.529999733,Cc1ccc(OC(=O)CCCN(C)C)cc1
acidic,3.150000095,Cc1ccc(OCC(=O)O)cc1
basic,6.400000095,Cc1ccc(OCCN2CCN(C(=O)c3cccs3)CC2)cc1
basic,7.409999847,Cc1ccc(S(=O)(=O)N2CCNCC2)cc1
acidic,10.14500046,Cc1ccc(S(=O)(=O)NCCC(N)=[NH2+])cc1
acidic,8.670000076,Cc1ccc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)cc1
acidic,8.949999809,Cc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1
basic,5.0,Cc1ccc2c(c1)CCN2
basic,4.320000172,Cc1ccc2c(c1)ncn2[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O
acidic,9.755000114,Cc1ccc2c(c1O)-c1c-2ccc(C)c1O
basic,4.230000019,Cc1ccc2ccn3ccnc3c2n1
acidic,8.899999619,Cc1ccc2n[nH]nc2c1
basic,5.849999905,Cc1ccc2nc(C)ccc2c1
basic,4.5,Cc1ccc2nc3ccc(C)cc3cc2c1
acidic,4.150000095,Cc1cccc(-c2nn[nH]n2)c1
acidic,4.28000021,Cc1cccc(C(=O)O)c1
acidic,2.900000095,Cc1cccc(C(=O)O)c1Br
basic,7.710000038,Cc1cccc(C)c1C(=N)c1ccccc1
basic,6.019999981,Cc1cccc(C)c1CNc1cc(C(=O)N(C)C)nc2c(Br)c(C)[nH]c12
basic,7.360000134,Cc1cccc(C)c1NC(=O)CN(C)C
basic,7.420000076,Cc1cccc(C)c1NC(=O)CN
acidic,10.78999996,Cc1cccc(C)c1NC(=S)c1ccccc1
basic,10.52000046,Cc1cccc(C)c1NC1=NCCN1
acidic,3.359999895,Cc1cccc(C)c1OCC(=O)O
basic,9.199999809,Cc1cccc(C)c1OC[C@@H](C)N
acidic,8.699999809,Cc1cccc(Cl)c1O
basic,4.559999943,Cc1cccc(N)c1C
acidic,8.479999542,Cc1cccc(NS(=O)(=O)c2ccccc2)c1
acidic,8.630000114,Cc1cccc(O)c1C(=O)Oc1ccccc1
acidic,3.180000067,Cc1cccc(OCC(=O)O)c1
basic,5.269999981,Cc1cccc(Oc2cc(NCc3ccccc3)nc(N)n2)c1
basic,10.39999962,Cc1cccc(S(=O)(=O)N2CCC[C@@H]2CCN2CCC(C)CC2)c1
acidic,9.550000191,Cc1cccc([P+](c2cccc(C)c2)(c2cccc(C)c2)C2c3ccccc3-c3ccccc32)c1
basic,5.670000076,Cc1cccc2[nH]cnc12
basic,4.5,Cc1cccc2cc3ccccc3nc12
basic,10.0,Cc1ccccc1-c1nc2cn(-c3ccc(Cl)cc3)nc2c(=O)n1CC1CCCN(C(C)C)C1
acidic,4.090000153,Cc1ccccc1-c1nn[nH]n1
basic,4.590000153,Cc1ccccc1/C=C/c1ccc(N(C)C)cc1
acidic,3.920000076,Cc1ccccc1C(=O)O
acidic,4.190000057,Cc1ccccc1C(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1
basic,8.710000038,Cc1ccccc1CN(C)C
basic,4.449999809,Cc1ccccc1N
basic,9.670000076,Cc1ccccc1N=C(N)Nc1ccccc1C
acidic,10.26000023,Cc1ccccc1O
acidic,3.170000076,Cc1ccccc1OCC(=O)O
basic,7.900000095,Cc1ccccc1OCC(O)CNCCOc1ccc(C(N)=O)cc1
basic,5.28000021,Cc1ccccc1[C@@H]1CCc2c(C(=O)N(C)C)cc3c(nc(C4CC4)n3C)c2O1
basic,7.239999771,Cc1cccnc1N
basic,3.460000038,Cc1cccnn1
basic,3.660000086,Cc1ccn[nH]1
basic,5.320000172,Cc1ccnc(-c2cc(C)ccn2)c1
basic,4.199999809,Cc1ccnc(N)n1
basic,6.599999905,Cc1ccnc(N2CCc3ccccc3C2)c1
acidic,5.369999886,Cc1ccnc(NS(=O)(=O)c2ccc(Cl)cc2)n1
basic,5.940000057,Cc1ccnc2c1ccc1c(C)ccnc12
basic,5.510000229,Cc1ccnc2ccccc12
acidic,9.800000191,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
basic,7.550000191,Cc1cn2c3c(=O)n(C)c(=O)n(C)c3nc2n1CCCN1CCN(c2ccccc2)CC1
basic,8.659999847,Cc1cn2c3c(=O)n(C)c(=O)n(C)c3nc2n1CCCN1CCc2ccccc2C1
acidic,5.900000095,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1
basic,5.269999981,Cc1cnc2c(c1)cc(C)c1cc(C)cnc12
basic,6.309999943,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C
basic,5.150000095,Cc1cnc2ccccc2c1
basic,6.150000095,Cc1cncc(C)c1
basic,2.109999895,Cc1cncc(C)n1
basic,4.110000134,Cc1cnnc(C)c1
basic,4.820000172,Cc1n[nH]c(C)c1C
basic,3.599999905,Cc1nc(C)nc(N)n1
basic,4.53000021,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C
basic,4.559999943,Cc1nc(N)c2ncsc2n1
acidic,4.400000095,Cc1nc(NS(=O)(=O)c2ccc(N)cc2)no1
basic,5.699999809,Cc1nc2c(/C=C/Cc3ccccc3)cccn2c1CC#N
basic,6.75,Cc1nc2c(/C=C/Cc3ccccc3)cccn2c1N
basic,5.96999979,Cc1nc2c(N[C@H]3c4ccccc4C[C@@H]3O)cc(C(N)=O)cn2c1C
basic,6.099999905,Cc1nc2c(OCc3ccccc3)cccn2c1CO
basic,5.110000134,Cc1nc2c3c(c(C(=O)N(C)C)cn2c1Br)CCC(c1ccccc1)C3
basic,6.78000021,Cc1nc2c3c(c(C(=O)N(C)C)cn2c1C)CCC(c1ccccc1F)O3
basic,6.840000153,Cc1nc2c3c(c(C(=O)N(C)C)cn2c1C)CCC1(Cc2ccccc2C1)O3
basic,5.860000134,Cc1nc2c3c(c(C(=O)N(C)C)cn2c1CO)CCC(c1ccccc1)O3
basic,6.639999866,Cc1nc2c3c(c(C(=O)N4CCC4)cn2c1C)CCC(c1ccccc1)O3
basic,6.730000019,Cc1nc2c3c(c(C(=O)N4CCCC4)cn2c1C)CCC(c1ccccc1)O3
basic,6.519999981,Cc1nc2c3c(c(C(N)=O)cn2c1C)CCC(c1ccccc1)O3
acidic,3.25999999,Cc1ncc(C(=O)O)s1
basic,4.190000057,Cc1ncc(CN(C=O)C(C)C(=S)CCO)c(N)n1
basic,2.519999981,Cc1ncnc2ccccc12
basic,2.920000076,Cc1ncnc2nccnc12
acidic,5.210000038,Cc1nn[nH]n1
basic,5.360000134,Cc1nnc2c(c1C)CCC2
basic,8.199999809,Cc1noc(C2=CCC(C)NC2)n1
basic,5.599999905,Cc1noc(CN(C)C)n1
acidic,9.149999619,Cc1nonc1CN=O
acidic,2.799999952,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12
basic,6.980000019,ClC1CC2CCN1CC2
basic,9.680000305,ClCC1CC2CCN1CC2
basic,6.269999981,ClCCN1CCOCC1
basic,6.449999809,Clc1ccc2c(NCc3nc(-c4ccccc4)cs3)ccnc2c1
basic,3.700000048,Clc1cccc(-c2ccccn2)n1
basic,10.89999962,Clc1cccc(Cl)c1N(CC1CC1)C1=NCCN1
acidic,8.5,Clc1ccccc1-c1cn[nH]n1
acidic,3.690000057,Clc1ccccc1-c1nn[nH]n1
acidic,4.340000153,Clc1ccccc1CN(Cc1nn[nH]n1)c1ccccc1
basic,6.099999905,Cn1/c(=N\N)sc2ccccc21
acidic,6.0,Cn1c(=O)c2c([nH]c(=O)n2C)n(C)c1=O
basic,10.60999966,Cn1c(=O)c2c(nc3n(CCCN4CCN(c5cccc(Cl)c5)CC4)c(-c4ccccc4)cn23)n(C)c1=O
basic,8.090000153,Cn1c(=O)c2c(nc3n(CCCN4CCN(c5ccccc5)CC4)ccn23)n(C)c1=O
acidic,9.260000229,Cn1c(=O)c2cn[nH]c2n(C)c1=O
basic,3.059999943,Cn1c(=O)n(C)c2c(N)cccc21
basic,7.199999809,CN1CCC=C(c2nc(-c3cn(C)c4ccccc34)no2)C1
acidic,5.25,Cn1cc(N)cc1C(=O)O
basic,6.099999905,Cn1ccc2c(Nc3cccc(Cl)c3)ncc(C(=O)N3CCOCC3)c21
basic,2.299999952,Cn1ccnc1F
basic,5.789999962,Cn1cnc2cccc(N)c21
acidic,8.430000305,Cn1cnc2nc(N)[nH]c(=O)c21
acidic,8.800000191,Cn1cnc2nc[nH]c(=O)c21
basic,9.0,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2
acidic,4.03000021,Cn1nc(Cl)nc1NN=O
basic,3.960000038,Cn1ncc2c(NC(C)(C)CC(C)(C)C)ncnc21
basic,3.529999971,Cn1ncc2c(Nc3ccccc3)ncnc21
acidic,3.5,Cn1nccc1-c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1C#N
basic,8.699999809,FC(Cc1c[nH]c2ccc(-n3cnnc3)cc12)CN1CCC(Cc2ccccc2)CC1
acidic,2.75,Fc1cc(F)c(F)c(S)c1F
acidic,4.130000114,Fc1ccc(CN(Cc2nn[nH]n2)c2ccccc2)c(F)c1
acidic,4.199999809,Fc1ccc(CN(Cc2nn[nH]n2)c2ccccc2)cc1
basic,5.0,Fc1ccc(N2CCN(Cc3ccn4c(CC5CC5)nnc4c3C(F)(F)F)CC2)c(F)c1
basic,7.75,Fc1ccc2c(c1)N(CCCN1CCCC1)c1cc(F)ccc1CC2
basic,10.69999981,Fc1cccc(C(F)(F)F)c1N(CC1CC1)C1=NCCN1
basic,8.010000229,Fc1cccc(Cl)c1NC1=NCCN1
basic,10.30000019,Fc1cccc(F)c1N(CC1CC1)C1=NCCN1
acidic,3.880000114,Ic1ccc(-c2nn[nH]n2)cc1
acidic,2.599999905,N#CC(C#N)=C(Br)C(C#N)C#N
acidic,11.48999977,N#CC(C#N)Cc1ccc(Cl)cc1
acidic,6.449999809,N#CC(C#N)N=Nc1cccc(O)c1
acidic,6.699999809,N#CC(C#N)N=Nc1ccccc1C(=O)O
acidic,4.639999866,N#CC(CCCC(=O)O)c1ccccc1
basic,4.0,N#CC(c1ccc2c(c1)OCO2)N1CCCCC1
acidic,3.440000057,N#CCC(C(=O)O)c1ccccc1
basic,6.699999809,N#CCC(N)c1ccccc1
basic,6.860000134,N#CCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2cccc(N)n2)cc1
basic,7.75,N#CCCN
acidic,4.849999905,N#CCCN(CCC#N)c1nn[nH]n1
basic,5.369999886,N#CCN
basic,3.779999971,N#CCc1cccnc1
acidic,5.800000191,N#Cc1cc(NS(=O)(=O)c2ccccc2C(F)(F)F)ccc1Cl
acidic,2.559999943,N#Cc1ccc(NC(=O)c2ccc(S(=O)(=O)N3CCOCC3)cc2)c(C(=O)O)c1
basic,5.929999828,N#Cc1ccc(Nc2c3ccccc3nc3ccccc23)cc1
basic,3.099999905,N#Cc1ccc(Nc2nc(N)nc(Cc3c(Cl)cccc3Cl)n2)cc1
acidic,5.800000191,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1Cl
basic,2.799999952,N#Cc1ccc2c(c1)CCN2
acidic,3.599999905,N#Cc1cccc(C(=O)O)c1
basic,2.829999924,N#Cc1cccc(N)c1
acidic,8.840000153,N#Cc1cccc(S(N)(=O)=O)c1
basic,9.039999962,NC(=O)C1CC2CCN1CC2
basic,5.599999905,NC(=O)CCCCc1cccnc1
basic,5.920000076,NC(=O)CCCCc1ccncc1
basic,5.090000153,NC(=O)CCc1ccccn1
acidic,5.050000191,NC(=O)CS(=O)(=O)NC(N)=O
basic,7.0,NC(=O)C[C@H](N)C(N)=O
basic,6.599999905,NC(=O)CN[C@@H]1CC[C@H](OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H]1c1ccccc1
acidic,4.059999943,NC(=O)Cc1ccc(C(=O)O)cc1
basic,4.340000153,NC(=O)Cc1ccccn1
acidic,3.75,NC(=O)c1ccccc1C(=O)O
acidic,8.609999657,NC(=O)c1ccccc1O
basic,3.319999933,NC(=O)c1cccnc1
basic,7.269999981,NCC(N)=S
basic,5.400000095,NC(=Nc1nsc2ccccc12)c1ccccc1
basic,9.93999958,NC(=Nc1ccccc1)Nc1ccccc1
basic,7.550000191,NC(N)=Nc1nc(-c2cccc(Nc3n[s+]([O-])nc3N)c2)cs1
basic,6.400000095,NC1=NC(c2ccnc(C(F)(F)F)c2)(c2ccc(F)c(-c3cncnc3)c2)c2cccc(F)c21
basic,8.300000191,NC1=NC2(CCc3ccc(NC(=O)c4ccc(Cl)cn4)cc32)CO1
basic,6.599999905,NC1=Nc2c(F)cccc2[C@H]2CCC[C@@]12F
basic,8.699999809,NCCC(F)(F)F
basic,2.859999895,NNC(=O)c1ccccn1
acidic,6.53000021,NS(=O)(=O)C(F)(F)Br
acidic,6.5,NS(=O)(=O)C(F)(F)Cl
acidic,10.03999996,NS(=O)(=O)CCc1ccccc1
acidic,8.81000042,NS(=O)(=O)Oc1ccc(C(=O)OC2CCCCC2)cc1
acidic,8.880000114,NS(=O)(=O)Oc1ccc(C(=O)OC2CCCCCC2)cc1
acidic,8.600000381,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC(O)C2
acidic,8.300000191,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC[C@@H]2O
acidic,8.350000381,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC[C@H]2O
acidic,9.600000381,NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)cc1
acidic,9.0,NS(=O)(=O)c1ccc(S(=O)(=O)CCO)c(F)c1
acidic,9.25,NS(=O)(=O)c1ccc(SCCCCCO)cc1
acidic,9.5,NS(=O)(=O)c1ccc(SCCCCO)s1
acidic,9.319999695,NS(=O)(=O)c1ccc(SCCCO)s1
acidic,9.460000038,NS(=O)(=O)c1ccc(SCCO)s1
acidic,8.979999542,NS(=O)(=O)c1cccc(C(F)(F)F)c1
acidic,9.039999962,NS(=O)(=O)c1cccc(Cl)c1
acidic,9.404999733,NS(=O)(=O)c1nnc(Nc2ccccc2)s1
basic,2.210000038,Nc1[nH]cnc(=S)c1N
basic,9.795000076,Nc1c2ccccc2nc2ccccc12
basic,9.449999809,Nc1cc(N)c2ccccc2n1
basic,6.730000019,Nc1cc(N2CCOCC2)nc(N)n1
acidic,9.149999619,Nc1cc(S(N)(=O)=O)ccc1S(=O)(=O)CCCO
basic,3.049999952,Nc1cc2c(cc1Br)CCCC2
basic,9.06000042,Nc1ccncc1N
basic,3.50999999,Nc1ccc(-c2cnc(-c3ccc(Br)cc3)o2)cc1
basic,3.0,Nc1ccc(-c2nc3ccccc3s2)cc1
basic,3.789999962,Nc1ccc(Br)cc1
basic,2.299999952,Nc1ccc(Br)cc1Br
acidic,3.904999971,Nc1ccc(C(=O)O)c(Cl)c1
acidic,4.130000114,Nc1ccc(C(=O)O)c(F)c1
acidic,4.340000153,Nc1ccc(C(=O)O)cc1I
basic,2.24000001,Nc1ccc(C(=O)c2ccccc2)cc1
basic,3.974999905,Nc1ccc(Cl)cc1
acidic,6.949999809,Nc1ccc(S(=O)(=O)Nc2nccs2)c(Cl)c1
acidic,5.849999905,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1/N=N/c1ccccc1
acidic,3.599999905,Nc1ccc(S(=O)(=O)c2ccc(C(=O)O)cc2)cc1
basic,4.849999905,Nc1ccc2ccnnc2c1
basic,4.28000021,Nc1cccc(-c2ccccc2)c1
basic,3.400000095,Nc1cccc(-c2nc3ccccc3s2)c1
basic,3.589999914,Nc1cccc(Cl)c1
basic,6.860000134,Nc1cccc(Cn2c(-c3ccc(Oc4ccccc4)cc3)ccc2-c2ccccc2Cl)n1
basic,6.860000134,Nc1cccc(Cn2c(-c3ccc(Oc4ccccn4)cc3)ccc2-c2ccccc2Cl)n1
basic,6.860000134,Nc1cccc(Cn2c(-c3ccccc3)ccc2-c2ccc(C(=O)NC3CC3)cc2)n1
basic,3.494999886,Nc1cccc(F)c1
basic,5.460000038,Nc1cccc2ncccc12
acidic,7.179999828,Nc1cccnc1C(=O)O
basic,5.0,Nc1cccnc1N1CCc2ccccc2C1
basic,5.704999924,Nc1ccncn1
basic,5.570000172,Nc1cn[nH]c1
basic,6.050000191,Nc1cncn1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O
basic,3.430000067,Nc1n[nH]c(N)c1/N=N/c1ccccc1
acidic,9.680000305,Nc1nc2c(ncn2[C@@H]2C=C[C@H](CO)C2)c(=O)[nH]1
basic,7.010000229,Nc1nc2cc3ccccc3cc2[nH]1
basic,4.900000095,Nc1ncc(-c2ccccc2)s1
basic,3.299999952,Nc1nccc(-c2csc(N)n2)n1
basic,4.289999962,Nc1ncnc2c1cnn2CCO
basic,4.190000057,Nc1ncnc2c1ncn2C1CCCCC1
basic,3.900000095,Nc1ncnc2ncn([C@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c12
basic,5.320000172,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
acidic,7.690000057,Nc1nnc(S(N)(=O)=O)s1
basic,8.25,Nc1noc(C2=CCCNC2)n1
basic,7.5,O=C(CCCCN1CCOCC1)c1ccccc1
basic,5.900000095,O=C(CCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(c2cnc3ccccn23)CC1
basic,6.900000095,O=C(CCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(c2cnc[nH]2)CC1
basic,6.389999866,O=C(CCN1CCOCC1)C(c1ccccc1)c1ccccc1
acidic,8.180000305,O=C(CCc1ccccc1)NO
acidic,6.900000095,O=C(CCl)Nc1nnc(-c2ccccc2)s1
acidic,6.199999809,O=C(CNC(=O)c1[nH]ccc(=O)c1(O))NCc1ccccc1
acidic,9.260000229,O=C(Cc1ccccc1)NO
basic,8.399999619,O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)OCCCCN1CCOCC1
basic,7.519999981,O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)OCCN1CCOCC1
basic,2.630000114,O=C(NCC1CCCCC1)c1cnc(Nc2cccc(Cl)c2)cc1C(F)(F)F
basic,9.199999809,O=C(NCCN1CCCC1)[C@H]1C[C@@H]1c1ccccc1
basic,5.300000191,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1ccc2nccn2c1
basic,4.400000095,O=C(NCc1ccncc1)C1=CCCC1C(=O)N1CCCC1
acidic,9.869999886,O=C(NO)C1CCCCC1
acidic,10.30000019,O=C(NO)Nc1ccccc1
acidic,10.0,O=C(Nc1cc(Cl)ccc1O)Oc1ccccc1
acidic,6.5,O=C(Nc1ccc(C2CCCCC2)cc1)C1=C(O)CC(C2CCCCC2)NC1=O
acidic,6.5,O=C(Nc1ccc(C2CCCCC2)cc1)C1=C(O)CC(Cc2ccccc2)NC1=O
acidic,6.5,O=C(Nc1ccc(S(=O)(=O)c2ccccc2)cc1)C1=C(O)CC(Cc2ccccc2)NC1=O
basic,9.199999809,O=C(Nc1cccc(OCc2ccccc2F)c1)C1CCN(c2ccncc2)CC1
basic,3.799999952,O=C(Nc1cccnc1)c1ccccc1
acidic,2.849999905,O=C(O[C@H]1O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]1O)c1ccccc1
acidic,4.699999809,O=C(O)/C=C/SC1CCCCC1
acidic,4.289999962,O=C(O)/C=C/c1ccco1
acidic,4.25,O=C(O)/C=C/c1cccs1
acidic,4.309999943,O=C(O)/C=C/c1ccoc1
acidic,4.949999809,O=C(O)/C=C\SC1CCCCC1
acidic,3.089999914,O=C(O)C#COc1ccccc1
acidic,2.680000067,O=C(O)C(=O)Cc1ccccc1
acidic,4.230000019,O=C(O)C(CO)c1ccccc1
acidic,4.25,O=C(O)C(c1ccc(-c2ccccc2)cc1)C(O)c1ccccc1
acidic,3.650000095,O=C(O)C(c1ccc(-c2ccccc2)cc1)C1(O)CCCC1
acidic,3.589999914,O=C(O)C(c1ccc(-c2ccccc2)cc1)C1(O)CCCCC1
acidic,4.239999771,O=C(O)C(c1ccc(C2CCCCC2)cc1)C(O)c1ccccc1
acidic,3.880000114,O=C(O)C1(O)CCC1
acidic,4.179999828,O=C(O)C1(O)CCCCC1
